ID;name;age;note;position;photo;club;drapeau;taille;poids;prix;rarete
4732;J. Pigott;26;64;ST;https://cdn.sofifa.com/players/206/430/20_120.png;https://cdn.sofifa.com/teams/112259/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'2""";170lbs;550000;Argent
4733;A. Giannou;30;70;ST;https://cdn.sofifa.com/players/206/435/20_120.png;https://cdn.sofifa.com/teams/1415/60.png;https://cdn.sofifa.com/flags/au.png;"6'1""";159lbs;1000000;Argent
4734;Y. Benzia;25;71;CAM;https://cdn.sofifa.com/players/206/436/20_120.png;https://cdn.sofifa.com/teams/110569/60.png;https://cdn.sofifa.com/flags/dz.png;"5'10""";157lbs;3000000;Argent
4735;M. Baudry;29;69;CB;https://cdn.sofifa.com/players/206/440/20_120.png;https://cdn.sofifa.com/teams/15005/60.png;https://cdn.sofifa.com/flags/cg.png;"6'2""";183lbs;875000;Argent
4736;J. Dudziak;24;71;LM;https://cdn.sofifa.com/players/206/463/20_120.png;https://cdn.sofifa.com/teams/28/60.png;https://cdn.sofifa.com/flags/tn.png;"5'9""";154lbs;3100000;Argent
4737;A. Plea;27;80;ST;https://cdn.sofifa.com/players/206/467/20_120.png;https://cdn.sofifa.com/teams/23/60.png;https://cdn.sofifa.com/flags/fr.png;"5'11""";174lbs;17500000;Or
4738;T. Fountas;24;72;ST;https://cdn.sofifa.com/players/206/469/20_120.png;https://cdn.sofifa.com/teams/254/60.png;https://cdn.sofifa.com/flags/gr.png;"5'7""";143lbs;4100000;Argent
4739;Ko Kwang Min;31;69;LM;https://cdn.sofifa.com/players/206/472/20_120.png;https://cdn.sofifa.com/teams/982/60.png;https://cdn.sofifa.com/flags/kr.png;"5'8""";139lbs;925000;Argent
4740;R. Camacho;29;66;CB;https://cdn.sofifa.com/players/206/485/20_120.png;https://cdn.sofifa.com/teams/111139/60.png;https://cdn.sofifa.com/flags/fr.png;"6'1""";174lbs;550000;Argent
4741;A. Origi;33;66;GK;https://cdn.sofifa.com/players/206/488/18_120.png;https://cdn.sofifa.com/teams/299/60.png;https://cdn.sofifa.com/flags/ke.png;"6'1""";183lbs;325000;Argent
4742;E. Fryers;27;64;CB;https://cdn.sofifa.com/players/206/489/20_120.png;https://cdn.sofifa.com/teams/1934/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'0""";176lbs;400000;Argent
4743;Y. Abdelhamid;32;77;CB;https://cdn.sofifa.com/players/206/493/20_120.png;https://cdn.sofifa.com/teams/379/60.png;https://cdn.sofifa.com/flags/ma.png;"6'3""";183lbs;5500000;Or
4744;T. Dingomé;29;73;CM;https://cdn.sofifa.com/players/206/506/20_120.png;https://cdn.sofifa.com/teams/379/60.png;https://cdn.sofifa.com/flags/fr.png;"5'9""";157lbs;3900000;Argent
4745;M. Arnold;26;79;CM;https://cdn.sofifa.com/players/206/511/20_120.png;https://cdn.sofifa.com/teams/175/60.png;https://cdn.sofifa.com/flags/de.png;"6'0""";163lbs;13500000;Or
4746;W. Hughes;25;76;CAM;https://cdn.sofifa.com/players/206/516/20_120.png;https://cdn.sofifa.com/teams/1795/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'1""";161lbs;9500000;Or
4747;J. Grealish;24;80;CAM;https://cdn.sofifa.com/players/206/517/20_120.png;https://cdn.sofifa.com/teams/2/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'11""";150lbs;19000000;Or
4748;C. Robinson;25;72;ST;https://cdn.sofifa.com/players/206/518/20_120.png;https://cdn.sofifa.com/teams/109/60.png;https://cdn.sofifa.com/flags/ie.png;"5'10""";165lbs;4100000;Argent
4749;Satrústegui;29;67;CB;https://cdn.sofifa.com/players/206/522/20_120.png;https://cdn.sofifa.com/teams/100852/60.png;https://cdn.sofifa.com/flags/es.png;"6'2""";179lbs;650000;Argent
4750;J. Willis;25;66;CB;https://cdn.sofifa.com/players/206/524/20_120.png;https://cdn.sofifa.com/teams/106/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'11""";154lbs;750000;Argent
4751;F. Boli;24;69;ST;https://cdn.sofifa.com/players/206/529/19_120.png;https://cdn.sofifa.com/teams/917/60.png;https://cdn.sofifa.com/flags/ci.png;"5'11""";170lbs;1400000;Argent
4752;P. Bamford;26;71;ST;https://cdn.sofifa.com/players/206/534/20_120.png;https://cdn.sofifa.com/teams/8/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'1""";157lbs;2800000;Argent
4753;P. Digby;25;62;CB;https://cdn.sofifa.com/players/206/535/20_120.png;https://cdn.sofifa.com/teams/1944/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'5""";154lbs;350000;Argent
4754;T. Naylor;29;67;CB;https://cdn.sofifa.com/players/206/536/20_120.png;https://cdn.sofifa.com/teams/1790/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'2""";159lbs;650000;Argent
4755;K. Stewart;25;71;CB;https://cdn.sofifa.com/players/206/538/20_120.png;https://cdn.sofifa.com/teams/1952/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'11""";161lbs;2700000;Argent
4756;R. Bezus;29;73;CAM;https://cdn.sofifa.com/players/206/544/20_120.png;https://cdn.sofifa.com/teams/674/60.png;https://cdn.sofifa.com/flags/ua.png;"6'1""";181lbs;3900000;Argent
4757;Manu Trigueros;28;78;CM;https://cdn.sofifa.com/players/206/545/20_120.png;https://cdn.sofifa.com/teams/483/60.png;https://cdn.sofifa.com/flags/es.png;"5'10""";165lbs;10500000;Or
4758;E. Bush;34;66;GK;https://cdn.sofifa.com/players/206/549/20_120.png;https://cdn.sofifa.com/teams/101112/60.png;https://cdn.sofifa.com/flags/us.png;"6'1""";183lbs;275000;Argent
4759;B. Grobler;32;70;ST;https://cdn.sofifa.com/players/206/550/20_120.png;https://cdn.sofifa.com/teams/111099/60.png;https://cdn.sofifa.com/flags/za.png;"6'0""";172lbs;1000000;Argent
4760;S. Falette;28;73;CB;https://cdn.sofifa.com/players/206/553/20_120.png;https://cdn.sofifa.com/teams/1824/60.png;https://cdn.sofifa.com/flags/gn.png;"6'0""";201lbs;4000000;Argent
4761;J. Bolton;25;65;RB;https://cdn.sofifa.com/players/206/554/20_120.png;https://cdn.sofifa.com/teams/1790/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'11""";165lbs;600000;Argent
4762;C. Pym;25;65;GK;https://cdn.sofifa.com/players/206/555/20_120.png;https://cdn.sofifa.com/teams/1938/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'0""";154lbs;525000;Argent
4763;J. Roberts;25;64;LM;https://cdn.sofifa.com/players/206/558/20_120.png;https://cdn.sofifa.com/teams/1802/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'11""";157lbs;575000;Argent
4764;C. Walton;24;72;GK;https://cdn.sofifa.com/players/206/561/20_120.png;https://cdn.sofifa.com/teams/1808/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'5""";159lbs;3500000;Argent
4765;L. Thompson;25;64;CDM;https://cdn.sofifa.com/players/206/562/20_120.png;https://cdn.sofifa.com/teams/1798/60.png;https://cdn.sofifa.com/flags/gb-wls.png;"5'11""";165lbs;575000;Argent
4766;J. Holt;27;65;CAM;https://cdn.sofifa.com/players/206/563/20_120.png;https://cdn.sofifa.com/teams/621/60.png;https://cdn.sofifa.com/flags/gb-sct.png;"5'5""";154lbs;600000;Argent
4767;M. Maddison;25;71;CAM;https://cdn.sofifa.com/players/206/571/20_120.png;https://cdn.sofifa.com/teams/1952/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'11""";157lbs;2800000;Argent
4768;S. Peeters;28;70;CM;https://cdn.sofifa.com/players/206/577/20_120.png;https://cdn.sofifa.com/teams/2013/60.png;https://cdn.sofifa.com/flags/be.png;"6'2""";163lbs;1800000;Argent
4769;Kepa;25;82;GK;https://cdn.sofifa.com/players/206/585/20_120.png;https://cdn.sofifa.com/teams/5/60.png;https://cdn.sofifa.com/flags/es.png;"6'1""";194lbs;21000000;Or
4770;Moi Gómez;26;77;LM;https://cdn.sofifa.com/players/206/590/20_120.png;https://cdn.sofifa.com/teams/483/60.png;https://cdn.sofifa.com/flags/es.png;"5'9""";157lbs;10500000;Or
4771;M. Weiser;26;76;CAM;https://cdn.sofifa.com/players/206/591/20_120.png;https://cdn.sofifa.com/teams/32/60.png;https://cdn.sofifa.com/flags/de.png;"5'10""";157lbs;8000000;Or
4772;S. March;25;75;LM;https://cdn.sofifa.com/players/206/594/20_120.png;https://cdn.sofifa.com/teams/1808/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'11""";170lbs;8000000;Or
4773;M. Sampirisi;27;69;RB;https://cdn.sofifa.com/players/206/601/20_120.png;https://cdn.sofifa.com/teams/111811/60.png;https://cdn.sofifa.com/flags/it.png;"6'2""";165lbs;1000000;Argent
4774;P. Hofmann;27;71;ST;https://cdn.sofifa.com/players/206/606/20_120.png;https://cdn.sofifa.com/teams/1832/60.png;https://cdn.sofifa.com/flags/de.png;"6'5""";196lbs;2500000;Argent
4775;M. Ishak;27;70;ST;https://cdn.sofifa.com/players/206/626/20_120.png;https://cdn.sofifa.com/teams/873/60.png;https://cdn.sofifa.com/flags/se.png;"6'0""";176lbs;2100000;Argent
4776;D. Mattocks;28;68;ST;https://cdn.sofifa.com/players/206/630/20_120.png;https://cdn.sofifa.com/teams/113149/60.png;https://cdn.sofifa.com/flags/jm.png;"5'10""";154lbs;925000;Argent
4777;K. Rowe;28;65;CM;https://cdn.sofifa.com/players/206/631/20_120.png;https://cdn.sofifa.com/teams/691/60.png;https://cdn.sofifa.com/flags/us.png;"5'8""";150lbs;525000;Argent
4778;N. DeLeon;29;67;RM;https://cdn.sofifa.com/players/206/635/20_120.png;https://cdn.sofifa.com/teams/111651/60.png;https://cdn.sofifa.com/flags/us.png;"5'10""";170lbs;750000;Argent
4779;Roberto Torres;31;77;RM;https://cdn.sofifa.com/players/206/651/20_120.png;https://cdn.sofifa.com/teams/479/60.png;https://cdn.sofifa.com/flags/es.png;"5'10""";159lbs;8000000;Or
4780;Sergio Rico;26;77;GK;https://cdn.sofifa.com/players/206/652/20_120.png;https://cdn.sofifa.com/teams/73/60.png;https://cdn.sofifa.com/flags/es.png;"6'5""";198lbs;7500000;Or
4781;B. Potts;25;68;RM;https://cdn.sofifa.com/players/206/653/20_120.png;https://cdn.sofifa.com/teams/1801/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'2""";179lbs;1100000;Argent
4782;Pablo Marí;26;75;CB;https://cdn.sofifa.com/players/206/654/20_120.png;https://cdn.sofifa.com/teams/1/60.png;https://cdn.sofifa.com/flags/es.png;"6'4""";192lbs;7500000;Or
4783;E. Vargas;30;75;ST;https://cdn.sofifa.com/players/206/655/20_120.png;https://cdn.sofifa.com/teams/1970/60.png;https://cdn.sofifa.com/flags/cl.png;"5'9""";179lbs;6500000;Or
4784;M. Hedges;30;72;CB;https://cdn.sofifa.com/players/206/662/20_120.png;https://cdn.sofifa.com/teams/695/60.png;https://cdn.sofifa.com/flags/us.png;"6'4""";185lbs;2500000;Argent
4785;M. Kovačić;26;83;CM;https://cdn.sofifa.com/players/207/410/20_120.png;https://cdn.sofifa.com/teams/5/60.png;https://cdn.sofifa.com/flags/hr.png;"5'9""";176lbs;31500000;Or
4786;L. Trossard;25;78;CAM;https://cdn.sofifa.com/players/207/421/20_120.png;https://cdn.sofifa.com/teams/1808/60.png;https://cdn.sofifa.com/flags/be.png;"5'8""";148lbs;13000000;Or
4787;D. Samuel;26;64;ST;https://cdn.sofifa.com/players/207/429/20_120.png;https://cdn.sofifa.com/teams/1802/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'0""";196lbs;575000;Argent
4788;Insua;26;71;CB;https://cdn.sofifa.com/players/207/431/20_120.png;https://cdn.sofifa.com/teams/110839/60.png;https://cdn.sofifa.com/flags/es.png;"6'2""";176lbs;2600000;Argent
4789;L. Paredes;26;79;CM;https://cdn.sofifa.com/players/207/439/20_120.png;https://cdn.sofifa.com/teams/73/60.png;https://cdn.sofifa.com/flags/ar.png;"5'11""";165lbs;15500000;Or
4790;F. Fragapane;26;73;RM;https://cdn.sofifa.com/players/207/440/20_120.png;https://cdn.sofifa.com/teams/112670/60.png;https://cdn.sofifa.com/flags/ar.png;"5'6""";143lbs;4300000;Argent
4791;L. Vietto;26;78;CAM;https://cdn.sofifa.com/players/207/441/20_120.png;https://cdn.sofifa.com/teams/237/60.png;https://cdn.sofifa.com/flags/ar.png;"5'8""";143lbs;12000000;Or
4792;J. Damm;27;73;RM;https://cdn.sofifa.com/players/207/444/20_120.png;https://cdn.sofifa.com/teams/112885/60.png;https://cdn.sofifa.com/flags/mx.png;"6'1""";154lbs;4200000;Argent
4793;J. Paredes B;32;72;RB;https://cdn.sofifa.com/players/207/448/20_120.png;https://cdn.sofifa.com/teams/111331/60.png;https://cdn.sofifa.com/flags/ec.png;"5'10""";159lbs;1900000;Argent
4794;P. Rodríguez;30;69;LW;https://cdn.sofifa.com/players/207/454/20_120.png;https://cdn.sofifa.com/teams/110974/60.png;https://cdn.sofifa.com/flags/ar.png;"5'7""";132lbs;1000000;Argent
4795;H. Hinostroza;26;63;RM;https://cdn.sofifa.com/players/207/456/20_120.png;https://cdn.sofifa.com/teams/111334/60.png;https://cdn.sofifa.com/flags/pe.png;"5'9""";154lbs;450000;Argent
4796;M. Ovenstad;26;62;CAM;https://cdn.sofifa.com/players/207/460/20_120.png;https://cdn.sofifa.com/teams/112420/60.png;https://cdn.sofifa.com/flags/no.png;"6'0""";154lbs;375000;Argent
4797;L. James;25;59;ST;https://cdn.sofifa.com/players/207/463/20_120.png;https://cdn.sofifa.com/teams/381/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'0""";176lbs;190000;Bronze
4798;Felipe;29;70;CDM;https://cdn.sofifa.com/players/207/465/20_120.png;https://cdn.sofifa.com/teams/688/60.png;https://cdn.sofifa.com/flags/br.png;"5'9""";154lbs;1500000;Argent
4799;F. Vázquez;31;77;CAM;https://cdn.sofifa.com/players/207/471/20_120.png;https://cdn.sofifa.com/teams/481/60.png;https://cdn.sofifa.com/flags/ar.png;"6'2""";181lbs;7500000;Or
4800;G. Sakai;29;71;LB;https://cdn.sofifa.com/players/207/472/20_120.png;https://cdn.sofifa.com/teams/101146/60.png;https://cdn.sofifa.com/flags/jp.png;"5'9""";163lbs;2000000;Argent
4801;J. Lingard;27;77;CAM;https://cdn.sofifa.com/players/207/494/20_120.png;https://cdn.sofifa.com/teams/11/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"5'9""";137lbs;9500000;Or
4802;T. Boere;27;66;ST;https://cdn.sofifa.com/players/207/499/20_120.png;https://cdn.sofifa.com/teams/114398/60.png;https://cdn.sofifa.com/flags/nl.png;"6'0""";176lbs;750000;Argent
4803;L. James;27;71;ST;https://cdn.sofifa.com/players/207/507/20_120.png;https://cdn.sofifa.com/teams/417/60.png;https://cdn.sofifa.com/flags/ng.png;"6'2""";176lbs;2800000;Argent
4804;J. Świerczok;27;68;ST;https://cdn.sofifa.com/players/207/516/20_120.png;https://cdn.sofifa.com/teams/111086/60.png;https://cdn.sofifa.com/flags/pl.png;"5'10""";165lbs;1000000;Argent
4805;J. Lukaku;25;76;LM;https://cdn.sofifa.com/players/207/537/20_120.png;https://cdn.sofifa.com/teams/46/60.png;https://cdn.sofifa.com/flags/be.png;"5'10""";190lbs;9000000;Or
4806;V. Claesson;28;76;CAM;https://cdn.sofifa.com/players/207/554/20_120.png;https://cdn.sofifa.com/teams/1363/60.png;https://cdn.sofifa.com/flags/se.png;"6'0""";174lbs;1000000;Or
4807;F. Helander;27;72;CB;https://cdn.sofifa.com/players/207/555/20_120.png;https://cdn.sofifa.com/teams/86/60.png;https://cdn.sofifa.com/flags/se.png;"6'4""";185lbs;3300000;Argent
4808;R. Olsen;30;78;GK;https://cdn.sofifa.com/players/207/557/20_120.png;https://cdn.sofifa.com/teams/52/60.png;https://cdn.sofifa.com/flags/se.png;"6'5""";190lbs;7000000;Or
4809;M. Broberg;29;65;RM;https://cdn.sofifa.com/players/207/558/20_120.png;https://cdn.sofifa.com/teams/705/60.png;https://cdn.sofifa.com/flags/se.png;"6'1""";163lbs;525000;Argent
4810;S. Tibbling;25;69;CM;https://cdn.sofifa.com/players/207/559/20_120.png;https://cdn.sofifa.com/teams/100628/60.png;https://cdn.sofifa.com/flags/se.png;"5'9""";163lbs;1300000;Argent
4811;S. Andersson;28;76;ST;https://cdn.sofifa.com/players/207/562/20_120.png;https://cdn.sofifa.com/teams/31/60.png;https://cdn.sofifa.com/flags/se.png;"6'3""";190lbs;8000000;Or
4812;William Carvalho;28;80;CDM;https://cdn.sofifa.com/players/207/566/20_120.png;https://cdn.sofifa.com/teams/449/60.png;https://cdn.sofifa.com/flags/pt.png;"6'2""";174lbs;13000000;Or
4813;J. Uronen;25;74;LWB;https://cdn.sofifa.com/players/207/593/20_120.png;https://cdn.sofifa.com/teams/673/60.png;https://cdn.sofifa.com/flags/fi.png;"5'10""";152lbs;6000000;Argent
4814;M. Keane;27;78;CB;https://cdn.sofifa.com/players/207/599/20_120.png;https://cdn.sofifa.com/teams/7/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'3""";181lbs;10500000;Or
4815;R. Meara;29;66;GK;https://cdn.sofifa.com/players/207/610/20_120.png;https://cdn.sofifa.com/teams/689/60.png;https://cdn.sofifa.com/flags/us.png;"6'4""";185lbs;450000;Argent
4816;E. Martinez;27;66;CM;https://cdn.sofifa.com/players/207/613/19_120.png;https://cdn.sofifa.com/teams/694/60.png;https://cdn.sofifa.com/flags/uy.png;"5'7""";146lbs;650000;Argent
4817;A. Webster;25;75;CB;https://cdn.sofifa.com/players/207/616/20_120.png;https://cdn.sofifa.com/teams/1808/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'3""";165lbs;7500000;Or
4818;D. Fällman;30;66;CB;https://cdn.sofifa.com/players/207/618/20_120.png;https://cdn.sofifa.com/teams/708/60.png;https://cdn.sofifa.com/flags/se.png;"6'2""";185lbs;525000;Argent
4819;K. Omeruo;26;73;CB;https://cdn.sofifa.com/players/207/624/20_120.png;https://cdn.sofifa.com/teams/100888/60.png;https://cdn.sofifa.com/flags/ng.png;"6'1""";179lbs;4700000;Argent
4820;J. Villarreal;24;66;CAM;https://cdn.sofifa.com/players/207/629/19_120.png;https://cdn.sofifa.com/teams/112606/60.png;https://cdn.sofifa.com/flags/us.png;"5'8""";176lbs;875000;Argent
4821;J. Haugaard;28;66;GK;https://cdn.sofifa.com/players/207/633/20_120.png;https://cdn.sofifa.com/teams/433/60.png;https://cdn.sofifa.com/flags/dk.png;"6'6""";218lbs;575000;Argent
4822;C. Reilly;26;64;CDM;https://cdn.sofifa.com/players/207/639/20_120.png;https://cdn.sofifa.com/teams/112259/60.png;https://cdn.sofifa.com/flags/ie.png;"6'1""";176lbs;525000;Argent
4823;M. Yattara;25;69;ST;https://cdn.sofifa.com/players/207/640/20_120.png;https://cdn.sofifa.com/teams/57/60.png;https://cdn.sofifa.com/flags/gn.png;"6'1""";172lbs;1300000;Argent
4824;B. Carrasco;28;69;RM;https://cdn.sofifa.com/players/207/641/20_120.png;https://cdn.sofifa.com/teams/111328/60.png;https://cdn.sofifa.com/flags/cl.png;"5'8""";157lbs;1100000;Argent
4825;M. Barrow;27;70;LM;https://cdn.sofifa.com/players/207/645/20_120.png;https://cdn.sofifa.com/teams/1477/60.png;https://cdn.sofifa.com/flags/gm.png;"5'9""";139lbs;1900000;Argent
4826;P. Sweeney;25;63;CB;https://cdn.sofifa.com/players/207/646/20_120.png;https://cdn.sofifa.com/teams/143/60.png;https://cdn.sofifa.com/flags/ie.png;"5'10""";176lbs;400000;Argent
4827;E. Krafth;25;74;RB;https://cdn.sofifa.com/players/207/650/20_120.png;https://cdn.sofifa.com/teams/13/60.png;https://cdn.sofifa.com/flags/se.png;"5'11""";159lbs;6000000;Argent
4828;Dolly Menga;26;64;ST;https://cdn.sofifa.com/players/207/651/20_120.png;https://cdn.sofifa.com/teams/621/60.png;https://cdn.sofifa.com/flags/ao.png;"5'11""";161lbs;550000;Argent
4829;M. Bolaños;30;73;RM;https://cdn.sofifa.com/players/207/653/20_120.png;https://cdn.sofifa.com/teams/111678/60.png;https://cdn.sofifa.com/flags/ec.png;"5'8""";143lbs;3800000;Argent
4830;F. Barrientos;28;68;CM;https://cdn.sofifa.com/players/207/657/20_120.png;https://cdn.sofifa.com/teams/111329/60.png;https://cdn.sofifa.com/flags/ar.png;"5'9""";154lbs;900000;Argent
4831;D. Wydra;26;65;CDM;https://cdn.sofifa.com/players/207/660/20_120.png;https://cdn.sofifa.com/teams/110500/60.png;https://cdn.sofifa.com/flags/at.png;"6'1""";187lbs;550000;Argent
4832;C. Bacca;33;77;ST;https://cdn.sofifa.com/players/207/664/20_120.png;https://cdn.sofifa.com/teams/483/60.png;https://cdn.sofifa.com/flags/co.png;"5'11""";170lbs;5500000;Or
4833;Rafael Silva;28;73;RW;https://cdn.sofifa.com/players/207/676/20_120.png;https://cdn.sofifa.com/teams/112541/60.png;https://cdn.sofifa.com/flags/br.png;"5'10""";161lbs;4100000;Argent
4834;E. Alfaro;32;64;ST;https://cdn.sofifa.com/players/207/677/20_120.png;https://cdn.sofifa.com/teams/111326/60.png;https://cdn.sofifa.com/flags/uy.png;"5'8""";154lbs;350000;Argent
4835;S. Dioudis;27;74;GK;https://cdn.sofifa.com/players/207/683/20_120.png;https://cdn.sofifa.com/teams/1884/60.png;https://cdn.sofifa.com/flags/gr.png;"6'2""";165lbs;4700000;Argent
4836;Marçal;31;76;LB;https://cdn.sofifa.com/players/207/707/20_120.png;https://cdn.sofifa.com/teams/110/60.png;https://cdn.sofifa.com/flags/br.png;"5'10""";159lbs;5500000;Or
4837;L. Lobjoit;22;56;LM;https://cdn.sofifa.com/players/207/710/18_120.png;https://cdn.sofifa.com/teams/1930/60.png;https://cdn.sofifa.com/flags/gb-eng.png;"6'2""";179lbs;140000;Bronze
4838;N. Bertrams;27;67;GK;https://cdn.sofifa.com/players/207/712/20_120.png;https://cdn.sofifa.com/teams/1915/60.png;https://cdn.sofifa.com/flags/nl.png;"6'1""";179lbs;650000;Argent
4839;N. López;26;73;ST;https://cdn.sofifa.com/players/207/715/20_120.png;https://cdn.sofifa.com/teams/1970/60.png;https://cdn.sofifa.com/flags/uy.png;"5'10""";165lbs;4700000;Argent
4840;Cristiano;33;72;ST;https://cdn.sofifa.com/players/207/722/20_120.png;https://cdn.sofifa.com/teams/101145/60.png;https://cdn.sofifa.com/flags/br.png;"6'0""";183lbs;1900000;Argent
4841;S. van der Lei;27;63;GK;https://cdn.sofifa.com/players/207/723/20_120.png;https://cdn.sofifa.com/teams/100628/60.png;https://cdn.sofifa.com/flags/nl.png;"6'1""";174lbs;325000;Argent
4842;M. van der Hoorn;27;73;CB;https://cdn.sofifa.com/players/207/725/20_120.png;https://cdn.sofifa.com/teams/159/60.png;https://cdn.sofifa.com/flags/nl.png;"6'3""";183lbs;4300000;Argent
4843;Roger;29;77;ST;https://cdn.sofifa.com/players/207/732/20_120.png;https://cdn.sofifa.com/teams/1853/60.png;https://cdn.sofifa.com/flags/es.png;"5'10""";163lbs;9000000;Or
4844;Filipe Augusto;26;75;CM;https://cdn.sofifa.com/players/207/733/20_120.png;https://cdn.sofifa.com/teams/744/60.png;https://cdn.sofifa.com/flags/br.png;"6'0""";170lbs;7500000;Or
4845;Paulinho;25;69;CAM;https://cdn.sofifa.com/players/207/734/20_120.png;https://cdn.sofifa.com/teams/112978/60.png;https://cdn.sofifa.com/flags/br.png;"5'6""";128lbs;1300000;Argent
4846;M. Lieder;30;66;ST;https://cdn.sofifa.com/players/207/741/20_120.png;https://cdn.sofifa.com/teams/272/60.png;https://cdn.sofifa.com/flags/nl.png;"6'2""";187lbs;625000;Argent
